pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-332 b,K2-332,1,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,1770632000000,6300000,-6300000,0,,,,,220000000,19000000,-15000000,0,19627119,1695069,-1338213,0,,,,,,,,,,,,,,,,,,266.00,5.00,-8.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3315.00,137.00,-152.00,0,280000,20000,-10000,0,270000,10000,-20000,0,900,1500,-1700,0,[Fe/H],4970000,30000,-30000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m31.98s,1358832666,+14d15m01.80s,142504994,12320200000,140900000,-137900000,,,,126380000,260000,-260000,164791000,10020,-10020,2021-08-23,2021-08,2021-08-23
K2-332 b,K2-332,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1770370000000,160000000,-160000000,0,,,,,176000000,51000000,-51000000,0,15700000,4500000,-4500000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,205000,58000,-56000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m31.98s,1358832666,+14d15m01.80s,142504994,12320200000,140900000,-137900000,,,,126380000,260000,-260000,164791000,10020,-10020,2019-09-05,2019-09,2019-09-05
K2-333 b,K2-333,1,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,1475928700000,24300000,-24000000,0,,,,,618000000,28000000,-25000000,0,55134362,2497997,-2230354,0,,,,,,,,,,,,,,,,,,826.00,14.00,-17.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5880.00,85.00,-82.00,0,1220000,50000,-50000,0,1060000,40000,-40000,0,700,700,-700,0,[Fe/H],4290000,40000,-40000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h07m09.43s,1367892752,+15d12m20.44s,152056765,34399000000,523300000,-508000000,120730000,920000,-920000,105960000,240000,-240000,119866000,1940,-1940,2021-08-23,2021-08,2021-08-23
K2-333 b,K2-333,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,1475985900000,3000000,-3000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6070.00,190.00,-190.00,0,1186000,24000,-24000,0,,,,,,,,,,4318000,43000,-43000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h07m09.43s,1367892752,+15d12m20.44s,152056765,34399000000,523300000,-508000000,120730000,920000,-920000,105960000,240000,-240000,119866000,1940,-1940,2024-03-04,2023-03,2024-03-04
K2-333 b,K2-333,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1475959500000,,,0,,,,,530000000,,,0,47000000,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6070.00,190.00,-190.00,0,1186000,24000,-24000,0,,,,,,,,,,4318000,43000,-43000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h07m09.43s,1367892752,+15d12m20.44s,152056765,34399000000,523300000,-508000000,120730000,920000,-920000,105960000,240000,-240000,119866000,1940,-1940,2019-02-26,2018-07,2019-02-26
K2-333 b,K2-333,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1475650149447,168766210,-168766210,0,,,,,573956170,92701950,-92701950,0,51205028,8270328,-8270328,0,,,,,,,,,,,,,,1021266,,,0,810.78,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5790.70,105.00,-105.00,0,1201740,54171,-54171,0,,,,,,,,,,4300000,70000,-70000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h07m09.43s,1367892752,+15d12m20.44s,152056765,34399000000,523300000,-508000000,120730000,920000,-920000,105960000,240000,-240000,119866000,1940,-1940,2024-02-05,2017-07,2024-02-05
K2-334 b,K2-334,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,511383503556,2269801,-2269801,0,,,,,567086336,116604640,-116604640,0,50592141,10402787,-10402787,0,,,,,,,,,,,,,,8322294,,,0,1369.87,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6315.70,140.90,-140.90,0,1508760,78616,-78616,0,,,,,,,,,,4170000,90000,-90000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m57.46s,1364894259,+16d19m31.85s,163255146,37182300000,652800000,-631000000,118420000,280000,-280000,102340000,230000,-230000,113479000,6050,-6050,2024-12-10,2017-07,2024-12-10
K2-334 b,K2-334,1,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,511398100000,6100000,-6200000,0,,,,,565000000,36000000,-28000000,0,50406011,3211710,-2497997,0,,,,,,,,,,,,,,,,,,1380.00,34.00,-30.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,6502.00,132.00,-130.00,0,1490000,70000,-60000,0,1360000,50000,-50000,0,1700,1000,-1000,0,[Fe/H],4220000,40000,-40000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m57.46s,1364894259,+16d19m31.85s,163255146,37182300000,652800000,-631000000,118420000,280000,-280000,102340000,230000,-230000,113479000,6050,-6050,2021-08-23,2021-08,2021-08-23
K2-334 b,K2-334,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,511384280000,510000,-510000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6890.00,340.00,-340.00,0,1409000,36000,-36000,0,,,,,,,,,,4274000,41000,-41000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m57.46s,1364894259,+16d19m31.85s,163255146,37182300000,652800000,-631000000,118420000,280000,-280000,102340000,230000,-230000,113479000,6050,-6050,2024-03-04,2023-03,2024-03-04
K2-334 b,K2-334,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,511382300000,,,0,,,,,500000000,,,0,40000000,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6890.00,340.00,-340.00,0,1409000,36000,-36000,0,,,,,,,,,,4274000,41000,-41000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m57.46s,1364894259,+16d19m31.85s,163255146,37182300000,652800000,-631000000,118420000,280000,-280000,102340000,230000,-230000,113479000,6050,-6050,2019-02-26,2018-07,2019-02-26
K2-335 b,K2-335,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1228234300000,165600000,-184100000,0,,,,,252633631,38127173,-37925118,0,23000000,3000000,-3000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5985.00,50.00,-50.00,0,1410373,183302,-194302,0,,,,,800,800,-800,0,[Fe/H],4140000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m33.52s,1293896679,+16d31m19.43s,165220648,55799300000,1763300000,-1660200000,125560000,1140000,-1140000,112810000,200000,-200000,124741000,1930,-1930,2018-02-15,2018-03,2018-02-15
K2-335 b,K2-335,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,1228100000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6272.00,131.28,-130.61,0,1334710,75325,-68404,0,1220000,184818,-184719,0,,,,,,4273650,115999,-65909,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m33.52s,1293896679,+16d31m19.43s,165220648,55799300000,1763300000,-1660200000,125560000,1140000,-1140000,112810000,200000,-200000,124741000,1930,-1930,2016-07-18,2016-10,2016-07-18
K2-335 b,K2-335,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1228120000000,170000000,-150000000,0,,,,,247000000,20000000,-40000000,0,22000000,2000000,-4000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1323000,77000,-142000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m33.52s,1293896679,+16d31m19.43s,165220648,55799300000,1763300000,-1660200000,125560000,1140000,-1140000,112810000,200000,-200000,124741000,1930,-1930,2019-09-05,2019-09,2019-09-05
K2-335 b,K2-335,1,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,1228321100000,5100000,-5100000,0,,,,,221000000,18000000,-14000000,0,19716333,1605855,-1248998,0,,,,,,,,,,,,,,,,,,949.00,21.00,-26.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,6222.00,96.00,-91.00,0,1330000,70000,-60000,0,1230000,40000,-40000,0,1000,500,-500,0,[Fe/H],4280000,40000,-40000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m33.52s,1293896679,+16d31m19.43s,165220648,55799300000,1763300000,-1660200000,125560000,1140000,-1140000,112810000,200000,-200000,124741000,1930,-1930,2021-08-23,2021-08,2021-08-23
K2-336 b,K2-336,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2119178800000,327500000,-298300000,0,,,,,131724610,15611896,-10299502,0,12000000,1000000,-1000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5277.00,50.00,-50.00,0,782112,42860,-27647,0,,,,,-2000,800,-800,0,[Fe/H],4540000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m21.17s,1338382032,+16d47m38.64s,167940663,23928900000,271000000,-265200000,128030000,1140000,-1140000,107960000,190000,-190000,125114000,1830,-1830,2018-02-15,2018-03,2018-02-15
K2-336 b,K2-336,1,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,2119473300000,10800000,-10700000,0,,,,,122000000,9000000,-5000000,0,10884130,802928,-446071,0,,,,,,,,,,,,,,,,,,569.00,15.00,-22.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5424.00,192.00,-144.00,0,800000,10000,-10000,0,860000,30000,-50000,0,-1700,1600,-2000,0,[Fe/H],4560000,20000,-30000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m21.17s,1338382032,+16d47m38.64s,167940663,23928900000,271000000,-265200000,128030000,1140000,-1140000,107960000,190000,-190000,125114000,1830,-1830,2021-08-23,2021-08,2021-08-23
K2-336 b,K2-336,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2119900000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5296.77,138.30,-160.42,0,797924,61072,-45295,0,910000,109442,-116983,0,-2060,229,-229,0,[M/H],4593190,88403,-97313,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m21.17s,1338382032,+16d47m38.64s,167940663,23928900000,271000000,-265200000,128030000,1140000,-1140000,107960000,190000,-190000,125114000,1830,-1830,2016-07-18,2016-10,2016-07-18
K2-336 b,K2-336,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2119760000000,480000000,-580000000,0,,,,,133000000,13000000,-29000000,0,11900000,1200000,-2600000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,774700,6400,-10100,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m21.17s,1338382032,+16d47m38.64s,167940663,23928900000,271000000,-265200000,128030000,1140000,-1140000,107960000,190000,-190000,125114000,1830,-1830,2019-09-05,2019-09,2019-09-05
K2-337 b,K2-337,1,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,1627356300000,5400000,-5300000,0,,,,,262000000,19000000,-14000000,0,23374115,1695069,-1248998,0,,,,,,,,,,,,,,,,,,850.00,19.00,-18.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5869.00,88.00,-81.00,0,1320000,60000,-60000,0,940000,40000,-30000,0,-2700,600,-600,0,[Fe/H],4170000,40000,-40000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m02.67s,1277611370,+16d54m01.69s,169004702,42163600000,1078300000,-1026800000,123850000,690000,-690000,108040000,180000,-180000,122299000,1790,-1790,2021-08-23,2021-08,2021-08-23
K2-337 b,K2-337,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,1627100000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5940.00,119.89,-133.32,0,1258630,90593,-41392,0,1080000,153665,-122064,0,,,,,,4271690,78337,-84521,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m02.67s,1277611370,+16d54m01.69s,169004702,42163600000,1078300000,-1026800000,123850000,690000,-690000,108040000,180000,-180000,122299000,1790,-1790,2016-07-18,2016-10,2016-07-18
K2-337 b,K2-337,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1627130000000,120000000,-120000000,0,,,,,277000000,16000000,-23000000,0,24700000,1400000,-2100000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1270000,60000,-19000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m02.67s,1277611370,+16d54m01.69s,169004702,42163600000,1078300000,-1026800000,123850000,690000,-690000,108040000,180000,-180000,122299000,1790,-1790,2019-09-05,2019-09,2019-09-05
K2-337 b,K2-337,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1627284000000,236500000,-244100000,0,,,,,210886389,30655922,-24672493,0,19000000,3000000,-2000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5656.00,52.00,-52.00,0,1064948,124867,-113727,0,,,,,-2800,800,-800,0,[Fe/H],4230000,100000,-100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m02.67s,1277611370,+16d54m01.69s,169004702,42163600000,1078300000,-1026800000,123850000,690000,-690000,108040000,180000,-180000,122299000,1790,-1790,2018-02-15,2018-03,2018-02-15
K2-338 b,K2-338,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,385000000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4504.00,143.10,-112.70,0,626953,61756,-40063,0,708000,83320,-80250,0,,,,,,4693630,64264,-134285,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m26.62s,1243609294,+17d01m26.96s,170241557,15695100000,60200000,-59700000,133220000,1260000,-1260000,106130000,170000,-170000,130455000,3050,-3050,2016-07-18,2016-10,2016-07-18
K2-338 b,K2-338,1,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,385061400000,1200000,-1200000,0,,,,,103000000,11000000,-5000000,0,9189060,981356,-446071,0,,,,,,,,,,,,,,,,,,783.00,12.00,-14.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4558.00,91.00,-81.00,0,630000,10000,-10000,0,660000,20000,-20000,0,-2300,1200,-1300,0,[Fe/H],4650000,10000,-10000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m26.62s,1243609294,+17d01m26.96s,170241557,15695100000,60200000,-59700000,133220000,1260000,-1260000,106130000,170000,-170000,130455000,3050,-3050,2021-08-23,2021-08,2021-08-23
K2-338 b,K2-338,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,385064000000,23000000,-22000000,0,,,,,107300000,8200000,-19600000,0,9573000,730000,-1750000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,510000,20000,-54000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m26.62s,1243609294,+17d01m26.96s,170241557,15695100000,60200000,-59700000,133220000,1260000,-1260000,106130000,170000,-170000,130455000,3050,-3050,2019-09-05,2019-09,2019-09-05
K2-339 b,K2-339,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1950800000000,190000000,-190000000,0,,,,,211000000,15000000,-32000000,0,18800000,1300000,-2900000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,576000,18000,-43000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m19.81s,1300825420,+18d41m34.46s,186929046,36036000000,523600000,-523600000,144870000,2060000,-2060000,121730000,230000,-230000,143436000,5230,-5230,2019-09-05,2019-09,2019-09-05
